name,level,notes,type,grade
TAKAMARI☆CLIMAXXX！！！！！,19,509,Passion,PRO
TAKAMARI☆CLIMAXXX！！！！！,13,213,Passion,REGULAR
TAKAMARI☆CLIMAXXX！！！！！,9,152,Passion,DEBUTE
Hello Especially,24,506,Cool,MASTER
Hello Especially,17,310,Cool,PRO
Hello Especially,12,184,Cool,REGULAR
Hello Especially,6,95,Cool,DEBUTE
きみにいっぱい☆,16,357,Passion,TRICK
きみにいっぱい☆,5,105,Passion,LIGHT
GOIN’！！！,16,341,All,TRICK
GOIN’！！！,6,132,All,LIGHT
Starry-Go-Round,31,"1,018",All,FORTE
Starry-Go-Round,28,"1,283",All,PIANO
イリュージョニスタ！,31,952,All,FORTE
イリュージョニスタ！,27,760,All,PIANO
Trust me,32,"1,032",All,FORTE
Trust me,27,629,All,PIANO
お願い！シンデレラ（GRAND VERSION）,29,820,All,FORTE
お願い！シンデレラ（GRAND VERSION）,26,622,All,PIANO
ミラクルテレパシー,29,998,Passion,MASTER_PLUS
スパイスパラダイス,28,888,Passion,MASTER_PLUS
Stage Bye Stage,30,878,All,FORTE
Stage Bye Stage,26,705,All,PIANO
Stage Bye Stage,28,775,All,Legend_MASTER_PLUS
Stage Bye Stage,25,548,All,MASTER
Stage Bye Stage,18,349,All,PRO
Stage Bye Stage,13,196,All,REGULAR
Stage Bye Stage,7,120,All,DEBUTE
タッタ,26,764,All,MASTER
タッタ,18,481,All,PRO
タッタ,13,201,All,REGULAR
タッタ,6,88,All,DEBUTE
恋のHamburg♪,29,944,Cute,MASTER_PLUS
Starry-Go-Round,30,994,All,MASTER_PLUS
バベル,31,"1,141",Cool,Legend_MASTER_PLUS
バベル,27,701,Cool,MASTER
バベル,19,426,Cool,PRO
バベル,14,229,Cool,REGULAR
バベル,9,151,Cool,DEBUTE
アタシポンコツアンドロイド,17,390,Cute,TRICK
アタシポンコツアンドロイド,6,127,Cute,LIGHT
できたて Evo！Revo！Generation！,17,389,All,TRICK
できたて Evo！Revo！Generation！,6,146,All,LIGHT
共鳴世界の存在論,30,997,Cool,MASTER_PLUS
Needle Li,29,888,Cool,MASTER_PLUS
夏恋 -NATSU KOI-,28,868,Cool,MASTER_PLUS
夏恋 -NATSU KOI-,25,658,Cool,MASTER
夏恋 -NATSU KOI-,17,323,Cool,PRO
夏恋 -NATSU KOI-,12,169,Cool,REGULAR
夏恋 -NATSU KOI-,7,111,Cool,DEBUTE
LOVE☆ハズカム,25,518,Cute,MASTER
LOVE☆ハズカム,17,323,Cute,PRO
LOVE☆ハズカム,12,142,Cute,REGULAR
LOVE☆ハズカム,6,83,Cute,DEBUTE
全力☆Summer！,27,757,Cute,MASTER
全力☆Summer！,18,390,Cute,PRO
全力☆Summer！,14,239,Cute,REGULAR
全力☆Summer！,8,125,Cute,DEBUTE
Radio Happy,29,999,Passion,MASTER_PLUS
O-Ku-Ri-Mo-No Sunday！,30,999,Passion,MASTER_PLUS
comic cosmic,29,972,All,MASTER_PLUS
comic cosmic,26,778,All,MASTER
comic cosmic,18,455,All,PRO
comic cosmic,13,235,All,REGULAR
comic cosmic,7,124,All,DEBUTE
Nation Blue,17,396,Cool,TRICK
Nation Blue,8,200,Cool,LIGHT
Shine！！,16,346,All,TRICK
Shine！！,6,124,All,LIGHT
Fascinate,30,983,Cute,MASTER_PLUS
TRUE COLORS,30,885,All,FORTE
TRUE COLORS,27,727,All,PIANO
TRUE COLORS,29,795,All,Legend_MASTER_PLUS
TRUE COLORS,26,659,All,MASTER
TRUE COLORS,18,370,All,PRO
TRUE COLORS,13,187,All,REGULAR
TRUE COLORS,7,103,All,DEBUTE
未完成の歴史,28,759,Cool,MASTER_PLUS
ステップ！,26,637,Passion,MASTER
ステップ！,18,404,Passion,PRO
ステップ！,12,173,Passion,REGULAR
ステップ！,7,116,Passion,DEBUTE
はじめてのチュウ,23,415,Passion,MASTER
はじめてのチュウ,16,271,Passion,PRO
はじめてのチュウ,10,122,Passion,REGULAR
はじめてのチュウ,5,69,Passion,DEBUTE
紅,28,988,Passion,MASTER
紅,19,473,Passion,PRO
紅,14,254,Passion,REGULAR
紅,9,163,Passion,DEBUTE
ハミングがきこえる,24,514,Cute,MASTER
ハミングがきこえる,16,305,Cute,PRO
ハミングがきこえる,12,166,Cute,REGULAR
ハミングがきこえる,7,93,Cute,DEBUTE
HIGH PRESSURE,25,667,Cool,MASTER
HIGH PRESSURE,18,422,Cool,PRO
HIGH PRESSURE,12,170,Cool,REGULAR
HIGH PRESSURE,7,108,Cool,DEBUTE
YELLOW YELLOW HAPPY,24,505,Cute,MASTER
YELLOW YELLOW HAPPY,17,372,Cute,PRO
YELLOW YELLOW HAPPY,13,195,Cute,REGULAR
YELLOW YELLOW HAPPY,7,97,Cute,DEBUTE
ステップ＆スキップ,29,788,Cute,MASTER_PLUS
ステップ＆スキップ,26,562,Cute,MASTER
ステップ＆スキップ,18,327,Cute,PRO
ステップ＆スキップ,13,200,Cute,REGULAR
ステップ＆スキップ,9,144,Cute,DEBUTE
無重力シャトル,29,981,All,MASTER_PLUS
風になりたい,26,635,All,MASTER
風になりたい,18,388,All,PRO
風になりたい,12,168,All,REGULAR
風になりたい,6,100,All,DEBUTE
大きな古時計,25,445,Cool,MASTER
大きな古時計,17,276,Cool,PRO
大きな古時計,10,134,Cool,REGULAR
大きな古時計,5,61,Cool,DEBUTE
君の青春は輝いているか,23,423,Passion,MASTER
君の青春は輝いているか,16,317,Passion,PRO
君の青春は輝いているか,12,175,Passion,REGULAR
君の青春は輝いているか,6,76,Passion,DEBUTE
亜麻色の髪の乙女,22,471,Cool,MASTER
亜麻色の髪の乙女,18,373,Cool,PRO
亜麻色の髪の乙女,13,213,Cool,REGULAR
亜麻色の髪の乙女,6,102,Cool,DEBUTE
RAGE OF DUST,27,800,Cute,MASTER
RAGE OF DUST,19,496,Cute,PRO
RAGE OF DUST,13,197,Cute,REGULAR
RAGE OF DUST,7,122,Cute,DEBUTE
Gossip Club,31,"1,290",Passion,MASTER_PLUS
Gossip Club,27,851,Passion,MASTER
Gossip Club,19,463,Passion,PRO
Gossip Club,14,236,Passion,REGULAR
Gossip Club,9,153,Passion,DEBUTE
きゅん・きゅん・まっくす,28,926,Cute,MASTER_PLUS
しゅがーはぁと☆レボリューション,27,819,Passion,MASTER
しゅがーはぁと☆レボリューション,18,410,Passion,PRO
しゅがーはぁと☆レボリューション,13,195,Passion,REGULAR
しゅがーはぁと☆レボリューション,8,107,Passion,DEBUTE
モザイクカケラ,26,727,Cool,MASTER
モザイクカケラ,18,378,Cool,PRO
モザイクカケラ,11,141,Cool,REGULAR
モザイクカケラ,6,71,Cool,DEBUTE
COLORS,25,573,Cool,MASTER
COLORS,17,331,Cool,PRO
COLORS,12,164,Cool,REGULAR
COLORS,7,100,Cool,DEBUTE
空想探査計画,28,764,Passion,MASTER_PLUS
空想探査計画,25,559,Passion,MASTER
空想探査計画,17,341,Passion,PRO
空想探査計画,13,202,Passion,REGULAR
空想探査計画,7,118,Passion,DEBUTE
Max Beat,29,900,Cool,MASTER_PLUS
Revive,25,438,All,MASTER
Revive,17,285,All,PRO
Revive,11,152,All,REGULAR
Revive,7,94,All,DEBUTE
O2,27,699,Passion,MASTER
O2,18,352,Passion,PRO
O2,13,189,Passion,REGULAR
O2,8,104,Passion,DEBUTE
夢色ハーモニー,16,356,All,TRICK
夢色ハーモニー,6,140,All,LIGHT
Orange Sapphire,17,372,Passion,TRICK
Orange Sapphire,7,137,Passion,LIGHT
ミラーボール・ラブ,29,954,All,MASTER_PLUS
ミラーボール・ラブ,26,685,All,MASTER
ミラーボール・ラブ,19,417,All,PRO
ミラーボール・ラブ,14,239,All,REGULAR
ミラーボール・ラブ,7,104,All,DEBUTE
TAKAMARI☆CLIMAXXX！！！！！,30,999,Passion,MASTER_PLUS
ニャンと☆スペクタクル,27,809,Cute,MASTER
ニャンと☆スペクタクル,19,417,Cute,PRO
ニャンと☆スペクタクル,14,244,Cute,REGULAR
ニャンと☆スペクタクル,9,160,Cute,DEBUTE
EZ DO DANCE,25,654,All,MASTER
EZ DO DANCE,18,407,All,PRO
EZ DO DANCE,13,233,All,REGULAR
EZ DO DANCE,7,124,All,DEBUTE
To my darling...,27,700,Cute,MASTER_PLUS
Stage Bye Stage,28,807,All,MASTER_PLUS
Secret Daybreak,29,870,Cool,MASTER_PLUS
Secret Daybreak,26,585,Cool,MASTER
Secret Daybreak,18,380,Cool,PRO
Secret Daybreak,13,201,Cool,REGULAR
Secret Daybreak,7,111,Cool,DEBUTE
Happy×2 Days,16,330,Cute,TRICK
Happy×2 Days,7,147,Cute,LIGHT
Snow Wings,17,395,All,TRICK
Snow Wings,8,159,All,LIGHT
M＠GIC☆,32,918,All,FORTE
M＠GIC☆,26,697,All,PIANO
Sun！High！Gold！,30,997,All,MASTER_PLUS
Sun！High！Gold！,27,761,All,MASTER
Sun！High！Gold！,18,395,All,PRO
Sun！High！Gold！,13,194,All,REGULAR
Sun！High！Gold！,8,114,All,DEBUTE
こいかぜ,29,756,Cool,MASTER_PLUS
バベル,31,"1,144",Cool,MASTER_PLUS
もりのくにから,26,658,Cool,MASTER
もりのくにから,18,279,Cool,PRO
もりのくにから,11,153,Cool,REGULAR
もりのくにから,6,90,Cool,DEBUTE
WHITE BREATH,27,814,Cool,MASTER
WHITE BREATH,18,428,Cool,PRO
WHITE BREATH,13,198,Cool,REGULAR
WHITE BREATH,8,130,Cool,DEBUTE
みんなのきもち,28,892,Passion,MASTER_PLUS
青空エール,28,925,All,MASTER_PLUS
ギュっとMilky Way,28,872,Cute,MASTER_PLUS
ギュっとMilky Way,26,713,Cute,MASTER
ギュっとMilky Way,18,394,Cute,PRO
ギュっとMilky Way,13,131,Cute,REGULAR
ギュっとMilky Way,6,99,Cute,DEBUTE
LEGNE 仇なす剣 光の旋律,18,435,Cool,TRICK
LEGNE 仇なす剣 光の旋律,9,200,Cool,LIGHT
炎の華,17,381,Passion,TRICK
炎の華,8,189,Passion,LIGHT
追い風Running,29,816,Cute,MASTER_PLUS
TRUE COLORS,29,841,All,MASTER_PLUS
夢をのぞいたら,28,856,All,FORTE
夢をのぞいたら,25,521,All,PIANO
夢をのぞいたら（for BEST3 VERSION）,29,794,All,MASTER_PLUS
夢をのぞいたら（for BEST3 VERSION）,26,714,All,MASTER
夢をのぞいたら（for BEST3 VERSION）,18,372,All,PRO
夢をのぞいたら（for BEST3 VERSION）,13,191,All,REGULAR
夢をのぞいたら（for BEST3 VERSION）,8,125,All,DEBUTE
SUPERLOVE☆,26,708,Passion,MASTER
SUPERLOVE☆,19,486,Passion,PRO
SUPERLOVE☆,14,240,Passionssion,REGULAR
SUPERLOVE☆,9,160,Passionssion,DEBUTE
STAR,24,506,All,MASTER
STAR,17,319,All,PRO
STAR,13,197,All,REGULAR
STAR,7,122,All,DEBUTE
学園天国,25,702,Passionssion,MASTER
学園天国,18,414,Passionssion,PRO
学園天国,13,185,Passionssion,REGULAR
学園天国,6,86,Passionssion,DEBUTE
